name_code	description
383087	A moderately stout, with head broad, greatly depressed, and trowel shaped shark. Snout bell-shaped in dorsoventral view. Preoral length greater than internarial space and mouth width. Eyes small and without posterior notches. Spiracles absent. Teeth similar in upper and lower jaws. Teeth of anteroposteriors with slender oblique cusps and distal blades but no cusplets or serrations. 25-33/24-34 rows of teeth. Interdorsal ridge absent. First dorsal origin over or behind pectoral rear tips, its midbase much closer to pelvic bases than to pectorals and its free rear tip about over pelvic midbases. Second dorsal fin height 1/3 of 1st height or less. Pectoral fin origin under interspace between 4th and 5th of gill slits. Anal fin much larger than 2nd dorsal fin, with short preanal ridges. Colour light grey, yellowish or brownish grey above, without any colour pattern.
383088	A large hammerhead with an expanded prebranchial head. Head width 24-30% of total length. Anterior margin of head very broadly arched, with prominent medial and lateral indentations. Preoral snout about 1/5-1/3 of head width. Anterior teeth with moderately long, stout to slender cusps, smooth or weakly serrated. Posterior teeth mostly cuspidates and not keeled and molariform. First dorsal origin above or slightly behind pectoral insertions, its free rear tip well anterior to pelvic origins. Second dorsal height less than anal fin, its inner margin length about twice the fin height. Total vertebrae centra 174-209. Colour grey-brown above, white below, with dusky to black pectoral fin tips.
383089	A large hammerhead with an expanded prebranchial head. Head width 23-27% of total length. Anterior margin of head very broadly arched in young but nearly straight in adults, with prominent medial and lateral indentations. Preoral snout less than 1/3 of head width. Anterior teeth moderately long stout cusps, strongly serrated edges, posterior teeth mostly cuspidate and not keeled and molariform. First dorsal fin origin over or slightly behind pectoral insertions, its free rear tip well anterior to pelvic origins. Second dorsal fin height about equal to anal fin, its inner margin about equal to fin height. Anal fin about as large as or larger than 2nd dorsal fin, its base 5.6-7.3% of total length. Total vertebral centra 197-212. Colour grey-brown above, light below, without fin markings.
383090	A large hammerhead shark with expanded prebranchial head. Head width 26-29 % of total length. Anterior margin of head very broadly arched with prominent lateral indentations, but no medial indentation. Preoral snout about 1/5 to less than 1/3 of head width. Anterior teeth with moderately long, very stout cusps, and smooth or weakely serrated edges. Posterior teeth mostly cuspidate and not keeled and molariform. First dorsal fin origin over pectoral insertions, its free rear tip well aneterior to pelvic origins. Second dorsal fin low, less than anal fin height, its inner margin long, about twice fin height. Anal fin slightly larger than 2nd dorsal fin. Total vertebral centra 193-206. Colour dark olive or dark grey-brown above, white below, undersides of pectoral fin tips dusky.
383091	A moderately slender shark species, with head very broad and flattened. Snout broadly rounded and very short. Preoral snout length subequal to internarial space and much less than mouth width. Eyes fairly small, usually with posterior notches. Spiracles usually absent. Teeth similar in upper and lower jaws. Teeth of anteroposteriors in both jaws with erect to semioblique, narrow cusps, strong, high proximal and distal cusplets, but no blades or serrations. Lateral keels on caudal peduncle absent. Upper precaudal pit transverse and crescentic. First dorsal origin well behind pectoral free rear tips, its midbase much closer to pelvic bases than pectorals. Second dorsal fin very large, its height 1/2-3/4 of 1st dorsal fin. Pectoral origin varying from under interspace between 4th and 5th gill slits to about under 5th gill slits. Anal fin about as large as second dorsal fin. Colour grey or brownish above, without a colour pattern other than variable dusky spots and brilliant white fin tips.
383093	A small sized and slender shark species. Body elongate, compressed posteriorly; head depress, flattened below, broader than high, snout broadly rounded. Eyes with nictating eyelids. Gill slits short about 1.3 times horizontal eye length in adults. Mouth very short and arched with teeth not protruding. Upper teeth with distal cusplets but no serrations. Lower teeth shaped like inverted Ys, with short, straight, smooth-edged cusps, without cusplets. Second dorsal fin about 2/3 size of 1st dorsal fin. Second dorsal origin slightly ahead of anal origin. Anal fin smaller than 2nd dorsal fin and without preanal ridges. Tranversely, cresentic precaudal pits present. Colour light grey or bronze with no prominent markings.
383097	A large, bulky, dark-brown, soft-bodied shark with elongated, catlike eyes and nictitating eyelids, large spiracles, a huge, wide, angular mouth that reaches behind eyes, very short labial furrows, numerous small cuspidate teeth in 200 or more rows in each jaw, two large spineless dorsal fins and an anal fin, a low, long, keel-like first dorsal fin on back, no precaudal pits, and a caudal fin without a strong ventral lobe or lateral undulations on its dorsal margin. Body elongate; head wide and flattened above; interorbital elevated, convex; snout short, with rounded tip. Teeth in 294 rows above, 335 rows below, minute, extremely numerous, arranged in mosaic, each with larger median cusp and 1or 2 smaller lateral cusps on each side. Scales minute, each with acute tip. First dorsal long, low, gradually elevated posteriorly, about 1/6 as high as length at base, its origin midway between nostril and rear end of 2nd dorsal base, its free rear margin very short, its rear end of base terminating about over origin of ventrals. Second dorsal rather large, about twice as long as high, its origin little posterior to tip of ventral, its rear end of bese a little posterior to that of anal, its rear corner slightly produced. Unitormly dark brown, darkest on posterior margin of 2nd dorsal, anal and caudal, sides of body and tail with numerous vertical streaks of grayish brown.
383099	Body relatively slender, trunk slightly tapering toward head. Snout moderately long, broad, and bell-shaped, nostrils broad, anterior nasal flaps low and rounded; mouth long, large, and broadly arched, with dental ands not greatly expanded and with lower ones just behind uppers. Interdorsal space almost twice first dorsal base, about dorsal view of head underside of head qual to preorbital snout; first dorsal fin about two thirds as large as second, second dorsal base about 1.2 times the length of first; origin of first dorsal above posterior half of pelvic bases; second dorsal insertion somewhat in front of anal insertion interspace between pectoral and pelvic bases short, about equal to preoral snout and about 8% of total length in adults; pelvic fins fairly low and broadly rounded; anal fin long, low, and angular, about four times as long as high, its base about equal to prebranchial space and 18 to 19% of total length in adults; caudal fin fairly long and narrow, without a dorsal crest of enlarged denticles. Colour light grey brown above, whitish below and on fins. Adults moderately large, to about 67 cm. Maximum about 66 cm (adult female).
383101	Claspers of adult males extremely attenuated and narrow, reaching at least 2/3 of distance from pelvic insertions to anal origin. Colour pattern highly variegated, dorsal saddles obsolete, black spots enlarged and often merging together to form dash and bar marks that bridge saddle areas, light ground colour forming large white spots scattered on sides and back.Body elongate, slender. head width little less than its length. Snout short, rounded as seen from above, lower eyelid attached within upper eyelid; interorbital convex. Spiracle small, close behind eye. Gill openings small, equidistant, last 2 above pectoral base. Mouth broadly ovate, with long labial furrow around mouth angle; no cirri. Teeth small, tricuspid, median cusp twice as long as outer. Fins rather small, dorsals about similar in shape and size, their anterior margins weakly convex, distal margins concave, rear tip acute; 1st dorsal origin little behind midpoint of ventral.2nd dorsal origin over forward half of anal, interdorsal space nearly twice 1st dorsal base. Pectoral moderate, outer margin slightly convex, inner angle broadly rounded. Light brown above, whitish below. Irregular dark blotches mixed with white spots retained as brown edged ocellin on back and fins; extremities of fins more or less whitish.
383107	Body slender, with long-nose and vestigial anterior nasal flaps. Eyes large, horizontally, with internal nictitating lower eyelids. Teeth bladelike with oblique cusps and distal cusplets in both jaw. Second dorsal fin somewhat smaller than 1st dorsal fin but larger than anal fin. A relatively short terminal caudal lobe much less than half the dorsal caudal margin.
383115	Supraorbital ridges moderately high, ends abruptly about eye diameter behind eye. Mouth terminal, narrow, its width 3 in head. Teeth alike in both jaws, those toward center of mouth smaller, with 3 cusps, median one larger, those along outer parts of jaws much larger, molar-like, and elongate with longitudinal keel. Fist dorsal origin over pectoral bases. Anal base length 2 or more times in space between anal insertion and lower caudal origin. Twelve of narrow vertical brown or black stripes on body, on light brown to white background, no spots or harness markings.
383116	A body slender and eel-like shark species, with a prominent keels on both sides of abdomen. Head with 6 pairs of gill slits, the lower ends of the first gill slits connected to each other across throat. Snout very short and truncated, mouth terminal on head. Teeth alike in both upper and lower jaws, with three strong cusps and a pair of intermediate cusplets, not saw or bladelike. One dorsal fin. Anal fin larger than dorsal fin. Caudal fin without a subterminal notch.
383117	A small sized seven gill shark species. Head narrow and pointed. Eyes very large. Mouth narrow and parabolic. Lower comblike teeth wide and low, with a few short mesial cusplets, an high cusp, and up to 7 or 8 distal cusplets in adults. Caudal peduncle long, distance from dorsal fin insertion to upper caudal origin longer than twice length of dorsal fin base. Colour grey above, white below. Dorsal fin and upper caudal lobe with black tips.
383118	A big-sized, heavy-bodied, broad-headed six gill shark. Body rather stout. Head rounded to bluntly pointed. Eyes small. Lower jaw usually with 6 rows of large, comblike teeth on each side, these with relatively short cusps. Dorsal fin close to upper caudal origin, caudal peduncle short and stout. Distance from dorsal fin insertion to upper caudal origin about equal or slightly greater than length of dorsal base.
383120	A large-sized, broad-headed, small-eyed seven-gilled shark. Head bluntly pointed, with 7 pairs of gill slits on both sides of head. Eyes small. Mouth wide. Jaws with large lower comblike teeth, which is high and short, with mesial serrations, a low cusp, and 5 or 6 distal cusplets in adults. Caudal peduncle short, distance from dorsal fin insertion to upper caudal origin about equal to the length of dorsal fin base. Body usually possess numerous small black spots.
383123	Body cylindrical, massive before first dorsal fin. Caudal fin dorsal lobe extremely long nearly as long as rest of shark. Eyes moderately large at all sizes. Orbit  not expand onto dorsal surface of head. Dorsal profile of head convex and forehead strongly convex in lateral view. Horizontal groove absent from each side of the head. Pectoral fins falcate and narrow-tipped. Terminal lobe of caudal fin moderately large. White colour of abdomen extending over pectoral fin bases as a conspicuous patch.
383124	Size great, head much shorter than trunk, snout pointed and conical. Length of eyes 0.8-1.3% of precaudal length. Gill opening extremely large, width of 1st 17.7-29.2% of precaudal length, extending onto the dorsal and ventral surfaces of head. Trunk fusiform and moderately stout. Caudal peduncle depressed and with strong lateral keels and upper and lower crescentic precaudal pits. Pectoral fins long and moderately broad, much shorter than head. Pelvic fins smaller than the 1st dorsal fin but large than the 2nd. First dorsal fin large, high, erect and angular. Second dorsal and anal fins moderately large but less than half size of the 1st, with broad, non-pivotable bases. Caudal fin lunate, dorsal lobe moderately long but less than 1/3 length of rest of shark, ventral lobe nearly as long as dorsal lobe. Total vertebral count 109-116, precaudal count 50-54.
383125	Trunk fusiform and moderately slender to stout. Head shorter than trunk. Snout moderately long, pointed and conical, but not greatly elongated, flattened or bladelike. Gill openings large, extending onto dorsal surface of head, and all anterior to pectoral fin bases. Internal gill slits without gillrakers. Anterior and lateral teeth are narrow and awl or bladelike to broad, compressed and triangular. First dorsal fin large, high, erect and angular. Second dorsal and anal fin much smaller than 1st dorsal fin, and with pivoting bases. Pectoral fins long and narrow. Pelvic fins small, much smaller than 1st dorsal fin but larger than 2nd dorsal fin. Caudal fin lunate. Precaudal pits present, caudal peduncle strongly depressed and with strong keels.
383126	Body spindle-shaped and moderately long. Snout pointed and acutely conical. Large teeth without cusplets or serrations. Cusps of 1st upper anterior teeth with incomplete cutting edges. Tips of anterior teeth strongly reflexed, cusps narrower and more oblique. First dorsal fin large, Second dorsal and anal fins minute, and with pivoting bases. Pectoral fins moderately long and broad, its length shorter than head. Colour of underside of head is white.       Distribution:   Literature:
383128	A large, bulky shark. Head with 5 medium to large gill slits, all in front of pectoral-fin bases, no gill rakers; snout very short and flattened-conical; no nasal barbels or nasoral grooves; eyes small, without nictitating eyelids; mouth very long and angular, extending well behind eyes; anterior teeth in 3 rows on either side of symphysis, large, with long, narrow, hooked, sharp-edged but non-serrated cusps and usually 1 short cusplet on each side; upper anteriors separated from the smaller laterals by a single row of tiny intermediate teeth (lacking in lower jaw); lower anteriors separated at front by 2 rows of small symphyseal teeth (generally lacking in upper jaw). Two dorsal fins, the base of first just in front of pelvic-fin bases and well posterior to pectoral fins; second dorsal fin about as large as first dorsal and anal fins; caudal fin strongly asymmetrical, with a pronounced subterminal notch and a short ventral lobe. No keels on caudal peduncle, but with a strong upper precaudal pit. Claspers tapering. Intestinal valve of ring type. Colour: light brown, often with darker reddish or brownish spots scattered on body, eyes with light green irises.
383129	A small sized, oceanic shark, with huge eyes lacking nictitating eyelids. Head short, much shorter than trunk. Snout pointed and bulbously conical, not greatly elongated. Gill slits long. Body slender and spindle-shaped. Teeth large, the anterior narrow and awl-like, the lateral more compressed and blade-like, with less than 30 rows in either jaw. First dorsal fin small, low, and angular, second dorsal fin smaller than 1st but larger than anal fin. Second dorsal fin possess a nonpivoting base bur anal fin pivotable. Pectoral fin small, short and broad. Caudal fin not lunate. Precaudal pits present, caudal peduncle slightly depressed and with low lateral keels.
383130	Body elongate, fusiform, head depressed and moderately broad. Snout short and obtuse. Eyes small, without nictitating membrane. Spiracle minute, close behind eye. Nasoral grooves present but no perinasal grooves, mouth well in front of eyes. Length of precaudal tail shorter than head and body. Two spineless, angular dorsal fins and an anal fin. First dorsal base over pelvic bases. Colour brown, from tan to dark grey-brown according to habitat, and slowly changeable by individual.
383131	Body very elongate, slender. Tail long and tapering. Gill openings narrow, subequal, last two very close, and 3rd-5th above pectoral fin base. A lateral ridge present on each side of trunk. Dorsal fins small and rounded, smaller than pelvicfins, and without projecting free rear tips. Interdorsal space nearly twice 1st dorsal fin base. First dorsal origin over or behind pelvic fin bases. Origin of anal fin far behind free rear tip of 1st dorsal fin. Colour pale brown above, marked with 12 or 13 broad, transverse, dark brown bands or saddles. Whitish spots scattered over whole back and upper sides. Light grayish, unspotted below
383133	Body elongated, tail moderately slender and compressed. Mouth well in front of eyes. Snout rounded anteriorly. No lateral ridge on trunk. Dorsal fins large and angular, somewhat larger than pelvic fins. Two dorsal fin with projecting free rear tips. Interdorsal space fairly short, slightly greater than 1st dorsal fin base. First dorsal origin over anterior halves of pelvic bases. Anal fin origin somewhat behind free rear tip of 1st dorsal fin. Colour light brown in adults, usually without a colour pattern, but young with dark transverse spots and usually a scattering of small blackish spots.
383135	Body depressed, head and snout broad, flattened. Eyes small, with tubercles along upper eyelid. Spiracle large, behind and below eye. Gill openings small, 3rd -5th above pectoral fin base. Head with 8-10 dermal lobes below and in front of eye on each side. Nasal barbells with a few basal branches. No dermal tubercles or ridges on back. Origin of 1st dorsal fin about over last third of pelvic base. First dorsal fin height about equal to its base length. Interspace between dorsal fins longer than inner margin of 1st dorsal, and about half length of dorsal base. Colour brownish, with numerous white spots and marking, white blotch behind spiracle. Lower surfaces uniformly pale.
383137	A very large shark with cylindrical or moderately depressed body. Head very broad and flattened, with 5 large gill slits, the posterior 3 over the pectoral-fin bases; no gill rakers but filter grids of transverse bars and lobes across the internal gill slits; spiracles much smaller than eyes; nostrils with short, quadrate anterior nasal flaps, minute barbels, and shallow nasoral grooves; no nictitating eyelids; snout extremely short, truncated ; mouth nearly subterminal, very wide, transverse and short, not reaching backward to eyes; teeth very small and extremely numerous, similar in both jaws, not bladelike and with hooked cusps. Two dorsal fins, the first with rear 1/3 of base over pelvic-fin bases, the second less than half the size of first; anal fin present; caudal fin asymmetrical, crescentic, with a strong lower lobe but no subterminal notch. Caudal peduncle depressed, with a strong keel on each side continuing forward onto the back and over the gill slits as a small ridge and flanked by 2 additional ridges above; upper precaudal pit present. Colour: a unique checkerboard pattern of white or yellow spots, horizontal and vertical stripes on a grey, bluish, reddish or greenish brown dorsal surface, abruptly white or yellowish on the underside of the body.
383138	Body elongated, compressed, caudal slightly less than 1/2 of total length in adult, more than 1/2 in young. A small transverse mouth in front of eyes. Snout very broad rounded or truncated. Eyes laterally situated on head, without subocular pockets. Two spinless dorsal fin, the 1st dorsal fin much larger than the 2nd dorsal fin and with its origin far forward on back. Pectoral large, its outer margin little less than length of head. Sides of the body with prominent ridges, but no strong lateral keels on the caudal peduncle. Young sharks are dark brown above, yellowish below, with vertical yellow stripes and spots breaking the dorsal coloration into dark saddles.
383160	Disc much broader than long; anterior margins convex, posterior concave. Head thick, prominent, narrowing downward and forward on ths sides. Snout narrower, produced. Rostral fins distinct from the pectorals. Nostrils confluent with mouth, free hind margin fringed and deeply emarginated at middle. Eyes small, prominent, lateral,almost in front of mouth angle. Spiralces large, lateral, behind eye, partly visible from above. Teeth uniserial, broad and short, lower pavement projecting slightly. Each tooth is curved or angled forward more or less in the middle. Gill openings subequal, equidistant. One dorsal fin, small, rounded above, with a short free margin and an angle behind the base, origin above the ends of the bases of the ventrals. Ventrals rather narrow and obtuse or convex terminally, nearly half extended behind the ends of the pectorals. Pectorals slightly falciform, not continuous forward th the snout Tail long, slender, bearing a dorsal fin and a serrated spine above the basal portion, Specimen in formalin grayish olive, with gray-white spots on the back. Whitish below.
383164	Disc very broad, its length 1.67 in its width. Snout short, 2.4 in head, forms pointed lobe at low level in front. Eyes not visible from above. 2.2snout. Spiracles large, deep, open laterally. Nostrils confluent with mouth, free hind edge of valve fringed. Teeth with broad median row and 3 narrow lateral rows each side. Gill openings small, subequal. One dorsal fin, small, origin nearly opposite ends of ventral bases. Ventrals about twice as long as wide, outer angle rounded, hind margin a broad curve from the outer angle to the end of the base. Pectorals subfalciform. Tail long, slender, whiplike; no caudal spine. Speclmen in formalin black brown, with five or six narrow bands of lighter, bluish. Whitish below.
383165	Disc nearly twice as wide as long. Head broad, flat, truncate. Snout very broad. Rostral fins fins distinct from the pectorals, directed forward. Pectorals falciform, anterior margin convex, posterior concave. Eyes lateral. Mouth width 3 in disc length. Teeth minute rasp-like, on the lower jaw only, occupying the entire width of the jaw. Gill openings transverse. One dorsal fin,its origin a little forward of the bases of the pectorals. Ventrals small. Posterior margin rounded, not reaching to the ends of the pectorals. Tail longer than disc length. Specimen in formalin dark brown on the back. Under surface whitish.
383167	Disc very broad, nearly 1.7 as wide as long, anterior margins slightly convex. Posterior concave, angles acute, narrowly rounded at the apex. Head broad flat. Mouth wide inferior. Rostrum short, broad. Rostral fins moderate, distinct from the pectorals. Teeth on both jaws, small numerous, extending th the angles of the mouth. One dorsal fin. Origin of the dorsal a little in advance of the beginnings of the ventrals. Tail twice as long as body; rough, with a series of small white tubercles along each side; slender whiplike, with a serrated spine. Specimen in formalin dark dusky brown above; whitish below.
383194	Disc subtriangular, larger than wide. Snout elongated, narrow, pointed, half the length of disc. Rostral cartilages long, trough-like. Nostrils wide, oblique, narrower and curved back toward the mouth on inner ends; valves feebly developed, anterior with a short rounded lobe, posterior with the outer section and the elongate lobe continuous and the inner section narrow and short. Mouth with moderately developed labial folds and labial cartilages, arched in the middle, with large teeth on the arches. Teeth smooth, rhomboid. Spiracles close behind eyes with two folds. Gill openings nearly equidistant, short. Row of small tubercles along each supraorbital edge, interrupted by division of spiracle. Two dorsals, moderate, angles produced, hind margins deeply concave. First dorsal origin over ventral origin. Interspace between dorsals nearly 3 length of second dorsal base. Pectorals small, not extended opposite nostrils. Ventrals small, narrow, hind angle produced. Tail depressed, with lateral fold. Caudal axis slightly raised, subcaudal lobe prominent. Median row of small vertebral tubercles down back, two short series on each shoulder. Specimen in formalin gray above, with white spots, surrounded by blackish ring. One black spot, as large as spiracle, above each end of shoulder girdle. Under surface grayish brown, anterior part of snout dark brown.
383201	Snout moderately long and parabolic, preoral snout greater than mouth to pectoral origins; bladelike unicuspidate teeth in upper and lower jaws, with lowers much larger than uppers. Two dorsal fins with large spines, first dorsal fin fairly high and short; second dorsal very small, half height of first dorsal or less, and spine origin well behind rear tips of pelvic fins; distance from first dorsal insertion to origin of second dorsal spine greater than distance from tip of snout to pectoral insertions in adults; free rear tips of pectoral fins formed into narrow, angular and greatly elongated lobes that reach well beyond the level of first dorsal spine, inner margins equal or longer than distance from second dorsal spine to caudal origin; caudal fin with a deeply notched postventral margin in adults. No anal fin. Lateral trunk denticles not overlapping each other, blocklike, with crowns sessile on bases and no pedicels, crowns broad, squared or vertically rhomboidal in adults, with a strong main cusp and no lateral cusps on their posterior edges.
383202	Snout moderately long, broadly parabolic, preoral snout somewhat less than mouth width and considerably shorter than distance from mouth to pectoral origins; bladelike unicuspidate teeth in upper and lower jaws, with lowers much larger than uppers. Two dorsal fins with large spines, first dorsal fin fairly low and long; second dorsal moderately large, about as high as first, with base about 3/4 length of first dorsal base, and spine origin over inner margins of pelvic fins; distance from first dorsal insertion to origin of second dorsal spine about as long as tip of snout to pectoral insertions in adults and subadults; free rear tips of pectoral fins formed into moderately broad, angular and slightly elongated lobes that fall in front of the level of first dorsal spine, inner margins considerably shorter than distance from second dorsal spine to caudal origin; caudal fin with a nearly straight posterior margin in adults and subadults. No anal fin. Lateral trunk denticles not overlapping each other, blocklike, with crowns sessile on bases and without pedicels, crowns longitudinally elongated and teardrop-shaped in adults, with a strong main cusp and no lateral cusps on their posterior edges.
383203	The snout is moderately long, broadly parabolic, and the preoral snout is almost equal to the mouth width but shorter than the distance from mouth to pectoral origins; the upper anterolateral teeth are with erect to semioblique cusps. The first dorsal fin is relatively low and long; the second dorsal is moderately large, as high or higher than the first with a base of about 2/3 in length of the first dorsal base, and the spine origin is about over the rear tips or inner margins of pelvic fins; the distance from the first dorsal insertion to the origin of second dorsal spine is about as long as the tip of the snout to pectoral midbases in adults. The free rear tips of pectoral fins form broad angles, not expanded into the elongated lobes and not reaching to the level of first dorsal spine, the inner margins are shorter than the distance from second dorsal spine to caudal origin. The caudal fin is with a shallowly concave postventral margin in adults. The lateral trunk denticles overlap one another, with slender pedicles elevating flat, leaflike crowns, a strong main cusp and 3 or more pairs of lateral cusps on their posterior edges in adults (lateral cusps increase from a pair in young species with denticle replacement upon growth).
383205	Extremely long snout. Compressed cutting teeth in both jaws. Two dorsal- fin with grooved dorsal fin spines, first dorsal fin long and low, origin over bases of pectoral fins; distance from origin of first dorsal spine to first dorsal rear tip much greater than distance from free rear tip to second dorsal spine. No anal fin. No subcaudal keel on underside of caudal peduncle. Denticles fairly small, crown length about 0.5 mm long. Colour grey-brown.
383206	The body is stout and compressed. The preoral snout is moderately long, about 3/5 of distance from the mouth to pectoral origins; mouth is extremely short and very broad arched, less than on third as long as wide. The seond dorsal fin is slightly larger than the first; the pectoral apices when laid back fall well anterior to the first dorsal spine origin. The caudal peduncle is short, the distance from second dorsal insertion to upper caudal origin is about as long as the distance from eye to the third gill slits. The lateral trunk denticles are wide-spaced sparse on body, which is almost naked, conical and with hooked cusps. Colour is uniform blackish, the size is moderate (adults are about 44 cm).
383207	A moderate-sized, short-and blunt-snouted shark. Anterior nasal flaps short; snout broadly conical, rounded, and short; gill openings moderately broad and about equally wide; lips very thick, fringed or pleated, not suctorial; teeth very different in upper and lower jaws, uppers small, with narrow, hooked, needle-shaped cusps and no cusplets, lowers very large, bladelike, interlocked, with broad, erect, triangular cusps, small distal blades, and serrated edges; tooth rows 16 to 21/17 to 20. Two almost equal-sized spineless dorsal fins; first dorsal origin somewhat behind free rear tips of pectoral fins, first dorsal insertion well anterior to pelvic origins, closer to pectoral bases than pelvics; second dorsal origin about over middle of pelvic bases; pectoral fins with short, broadly rounded free rear tips, not broadly lobate or acute and elongated; caudal fin asymmetrical, not paddle-shaped, upper lobe long, lower lobe very short or virtually absent, subterminal notch well-developed. No anal fin. No precaudal pits or lateral keels on caudal peduncle. Dermal denticles with low flat, ridged, unicuspid crowns, not pedicellate. Cloaca without a luminous gland. Colour greyish to black orblackish brown, sometimes violet with black spots.
383213	Small size, cigar-shaped body. Snout moderately short, about length of eye; eyes anterior on head but sufficiently far back to lack an extensive anterior binocular field; teeth in 31 to 37/25 to 31 rows, lowers triangular-cusped and without blades. Small, spineless dorsal fins far posterior on back. lnterdorsal space over twice first dorsal base, space between second dorsal insertion and upper caudal origin over twice second dorsal base; second dorsal height about equal to first; pectoral fins subquadrate, pelvic fins larger than dorsal fins; caudal fin large and nearly symmetrical, with a long ventral caudal lobe over 2/3 length of dorsal caudal margin. No anal fin. Vertebral count: 81-89. Spiral valve count: 8-10. Colour: a prominent dark collar-marking over branchial region.
383215	Spindleshaped body, long, bulbously conical, snout. Anterior nasal flaps very short; snout very long, bulbously conical but slightly pointed, length about half head length and about equal to distance from mouth to pectoral fins; gill openings very small, uniformly wide; lips thin, not fringed, pleated or suctorial; teeth strongly different in upper and lower jaws, uppers small, with narrow, acute, erect cusps and no cusplets, no bladelike, lowers much larger, bladelike, interlocked, with a high, moderately broad, nearly erect cusp and distal blade, edges not serrated; tooth rows 22 to 23/16 to 21. First dorsal fin with a spine, covered by skin or not, but second dorsal without a spine; first dorsal fin well anterior, origin about opposite inner margins or free rear tips of pectoral fins, insertion well anterior to pelvic origins and loser to pectoral bases than pelvics; second dorsal fin much larger than first, base about twice as long as first dorsal base; origin of second dorsal fin over fron half of pelvic bases; pectoral fins with short, narrowly rounded free rear tips and inner margins, not expanded and acute or lobate; caudal fin nearly symmetrical, paddle-shaped, with a short upper and long lower lobe and a strong subterminal notch. No precaudal pits or midventral keels, but with low lateral keels on caudal peduncle. No anal fin. Dermal denticles flat and blocklike, not pedicellate, no posterior cusps on flat, depressed crowns. Cloaca normal, not expanded as a luminous gland. Colour blackish or blackish-brown with conspicuously light-margined fins.
383216	Large sharks with cylindrical bodies without abdominal ridges. Head moderately depressed; fifth gill slits abruptly expanded in width; spiracles present, very small, well behind eyes; nostrils far apart from each other; snout short; mouth broadly arched, with very short labial furrows that do not encircle mouth; teeth alike in both jaws, strongly compressed and blade-like, with a cusp and up to 3 side cusplets in adults, but with a cusp only in young. Two small spineless posterior dorsal fins, both smaller than the pelvic fins, situated close together, the origin of the first dorsal fin behind the pelvic-fin origin; anal fin absent; caudal fin without a subterminal notch. Dermal denticles moderately large to very large, thorn-like. Intestine valve of spiral type. Colour: greyish brown dorsally, pale to white below.
383217	Anterior nasal flaps greatly elongated as long, prominent mandarin-like nasal barbels that reach mouth; snout flattened, short, and broadly rounded, length less than 1/3 head length and much less than distance from mouth to pectoral origins; gill openings moderately broad and about equally wide. In both jaws, bladelike, interlocked, with a single oblique cusp and distal blade on a low crown and root, upper teeth slightly smaller than lowers, edges smooth; tooth rows 26 or 27/22 or 26. Both dorsal fins with long, stout, ungrooved spines; first dorsal origin just behind free rear tips of pectoral fins, insertion well in front of pelvic origins and slightly closer to pectoral bases than pelvics; second dorsal origin about over free rear tips of pelvics; second dorsal fin about as large as first; pectoral fins with short, narrowly rounded free rear tips; caudal fin asymmetrical, not paddle-shaped, upper lobe long, lower lobe rather short but present, subterminal notch absent or very weak. No precaudal pits; lateral keels present on caudal peduncle. Dermal denticles with low, pedicellate, tricusped and triridged flat crowns. Colour: grey-brown above, whitish below, fins with conspicuous white margins.
383220	Body fairly slender. Snout subangular, slightly pointed, fairly broad, and moderately long, preoral snout about 1.3 to 1.4 times mouth width; eyes closer to snout tip than first gill slits; nostrils closer to snout tip than mouth. Two dorsal fins with ungrooved large spines, first dorsal spine origin in front of pectoral rear tips, first dorsal spine somewhat shorter than dorsal fin base. First dorsal spine moderately long, about half fin base and with tip falling short of apex of fin; second spine long, somewhat higher than fin, but less than 6% of total length; first dorsal moderately high, height about half length from origin to rear tip; second dorsal markedly smaller than first, with height less than 6% of total length; pectoral fins fairly wide but falcate, posterior margins moderately concave, rear tips angular and pointed; pelvic midbases closer to first dorsal base than second; caudal fin narrow-lobed and moderately long, with a long ventral lobe and strongly notched postventral margin. No subterminal notch on caudal fin, no anal fin. Precaudal pits well-developed. Lateral trunk denticles small, lanceolate and unicuspidate in adults. Colour: grey or dark brown above, lighter below, without spots, dorsal fins with black tips and white edges but these are often inconspicuous in adults.
383221	Body elongate and fairly stout. Snout and head broad, snout parabolic; anterior nasal flap moderately wide; distance from tip of snout to inner corner of nostril slightly greater than that from inner corner of nostril to upper labial furrow; spiracle large, halfmoon-shaped; mouth only very slightly arched. Teeth alike in both jaws, small, compressed, and with a single cusp deeply notched and outward end strongly oblique. Skin smooth, denticles on sides of body broad and tricuspidate in young and adults. Two dorsal fins with ungrooved large spines, first dorsal spine origin in front of pectoral rear tips, first dorsal spine much shorter than fin base, first dorsal low and less than 2/3 as high as long; origin of first dorsal-fin spine over pectoral-fin inner margins and well in front of their rear tips; second dorsal fin much smaller than first; pectoral fins fairly broad and semifalcate, free rear tips of pectoral fins narrowly rounded, posterior margins of fins slightly concave; midbases of pelvic fins closer to second dorsal fin insertion than first dorsal-fin insertion. Caudal peduncle flattened below, with an obscure longitudinal keel low down on each side; Precaudal pits strong. Caudal fin without a subterminal notch. Colour: no white spots present on sides of body, fins with white edges but without conspicuous dark markings.
383413	Rings: 10 + 34-38. Snout length: 2.4-2.6 in head length. Dorsal fin rays: 11-15 covering 2+0 rings. Pectoral fin rays: 12-14. Coronet moderately high, with branched fleshy tentacles. Tubercles or spines on each ring high, some of them with fleshy tentacles. Color greenish-grey with dark markings.
