name_code	distribution
381315	Indo-West Pacific: East Africa to the Philippines, north to Miyakejima, Japan and Taiwan, south to northern Australia.
381316	Indo-West Pacific: Red Sea and East Africa to Papua New Guinea, north to Miyakejima, Japan, south to Australia and New Caledonia.
381317	Indo-West Pacific: Moluccas and Philippines to Samoa, north to the Ryukyu Islands, south to southern Great Barrier Reef; Mariana and Caroline Islands in Micronesia.
381318	Western Pacific: Japan and the China seas. Reported farther south from northwestern Australia
381319	Northwest Pacific: Japan and Taiwan.
381320	Indo-West Pacific: Indonesia south to northwestern Australia; reported from New Zealand
381322	Indo-West Pacific: Malaysia east to Palau in Micronesia and the Solomon Islands, north to the Ryukyu Islands and south to the Great Barrier Reef.
381323	Indo-West Pacific: Red Sea and the Gulf of Oman south to Natal and east to the western Pacific where it ranges from Japan to the Great Barrier Reef and New Caledonia.
381324	Indo-Pacific
381325	Indo-Pacific: Red Sea south to Mozambique and eastward to the western Pacific where it ranges from southern Japan and the Marshall Islands to the southern Great Barrier Reef; throughout Micronesia.
381326	Western Pacific: subtropical, from southern Japan to Taiwan, then from subtropical Australia to New Caledonia and the Kermadec Islands.
381327	Indo-Pacific: Rodriquez; Christmas Island in the eastern Indian Ocean to the Tuamoto Islands, north to Ryukyu Islands, south to Rapa; the Mariana and Marshall islands in Micronesia.
381328	Indo-West Pacific: East Africa to the southern Marshall Islands, north to southern Japan, south to the Arafura Sea and northwestern Australia.
381329	Western Pacific: Tokyo Bay to Taiwan and southward along the West Pacific.
381330	Eastern Central Pacific: known only from the Hawaiian Islands and Johnston Island. Reports of occurrence in other Indo-West Pacific countries are questionable.
381331	Indo-Pacific: Red Sea to the Line and Mangar Islands, north to Ryukyu Islands, south to southern Great Barrier Reef and Austral Islands.
381332	Indo-West Pacific: Red Sea and Persian Gulf, Gulf of Oman and scattered localities in East Africa, Seychelles, India, Sri Lanka, the Indo-Malayan region, and Hong Kong.
381333	Indo-Pacific: Red Sea south to Durban, South Africa and eastward to the Line and Tuamoto islands, north to Ryukyu Islands, south to New South Wales, Australia; throughout Micronesia.
381335	Asia and Oceania: Japan south to Indonesia and Papua New Guinea. Recorded from New Caledonia.
381336	Indo-Pacific: Red Sea south to Algoa Bay, South Africa and east to the Line, Marquesan, and Pitcairn islands, north to southern Japan and the Hawaiian Islands, south to New Zealand and Rapa; throughout Micronesia.
381337	Indo-Pacific: Red Sea to South Africa; Japan, the China seas, and Philippines; Chesterfield Islands.
381338	Indo-West Pacific: East Africa to Samoa, north to Taiwan; Mariana and Caroline islands in Micronesia. Reported from Lord Howe Island.
381339	Indo-West Pacific: Funka Bay of Hokkaido to the South China Sea and farther south.
381340	Western Pacific: Malaysia to Moluccas, north to the Ryukyu Islands, south to Rowley Shoals. Reported from New Caledonia
381341	Indo-West Pacific: India to Indochina and Malay Archipelago to northern Australia.
381342	Northwest Pacific: Japan, Taiwan, and the South China Sea.
381343	Indo-West Pacific. Red Sea and south to Delagoa Bay, Mozambique. Migrated to the Mediterranean through the Suez Canal. Also occurs in the Arafura Sea.
381344	Indo-Pacific: known only from the Red Sea and Christmas Island in the Indian Ocean; ranging to the Tuamoto Islands, north to southern Japan, south to New Caledonia and Rapa.
381346	Western Pacific: southern Japan south to the Coral Sea.
381347	Pacific Ocean: Christmas Island in the eastern Indian Ocean to the Line Islands, north to the Izu Islands, south to Great Barrier Reef and Samoa; throughout Micronesia.
381348	Indo-Pacific.
381349	West Pacific: Kanagawa Prefecture southward to Ryukyu Islands, East China Sea and the Philippines.
381350	Indo-West Pacific: Red Sea to Inhaca Island and eastward to the Philippines and New Guinea,  north to Japan, south to northern Australia.
381351	Indo-Pacific: Red Sea south to Inhaca Island, east to the Line and Tuamoto islands, north to the Ryukyu Islands, south to the southern Great Barrier Reef and Rapa; throughout Micronesia.
381352	Western Pacific: central Honshu, Japan to Taiwan and the Philippines. Also occurs in Indonesia and northwestern Australia, a new record for the northeastern Indian Ocean
381353	Indo-West Pacific: Red Sea and Gulf of Oman south to Natal, South Africa and east to the western Pacific where it ranges from southern Japan to Australia.
381354	Western Central Pacific: Papua New Guinea and the Philippines
381355	Indo-Pacific: Red Sea south to Sodwana Bay, South Africaand eastward to the Line and Pitcairn islands, north to southern Japan, south to New South Wales (Australia) and Rapa; throughout Micronesia.
381356	Indo-West Pacific: Red Sea and southern Oman south to Natal, South Africa and east to the western Pacific where it occurs from Japan to northern Australia.
381357	Western Pacific: Ryukyu Islands to Western Australia and the southern Great Barrier Reef, east to Samoa and the Marshall Islands.
381359	Western Pacific: Japan, Taiwan, and Papua New Guinea.
381360	Indo-Pacific: East Africa to Marquesan and Tuamoto islands, north to southern Japan, south to southern Great Barrier Reef and Rapa; throughout Micronesia.
381361	Indo-Pacific: Red Sea south to Inhambane and east to the Hawaiian Islands and Rapa, north to southern Japan; throughout Micronesia.
381362	Western Pacific: Sumatra to Samoa, north to the Ryukyu Islands; Palau and Mariana Islands in Micronesia.
381363	Western Central Pacific: Indonesia to Papua New Guinea, north to Taiwan; Palau in Micronesia
381365	Indo-Pacific: Red Sea and east coast of Africa, eastward to the Marshall Islands, Samoa and Tonga; north to Ryukyu Islands; south to northern Australia.
381366	Indo-West Pacific: east coast of Africa south to Durban, and eastward to the Gulf of Oman, India, Sri Lanka, Thailand, Singapore, Indonesia, Taiwan, and Queensland.
381367	Indo-West Pacific: eastern Indian Ocean and western Pacific.
381368	Indo-Pacific: East Africa to the Tuamoto Islands, north to Ryukyu Islands, south to the Great Barrier Reef; and Micronesia.
381369	Indo-Pacific: Red Sea and East Africa to Pitcairn, north to the Ryukyu Islands, south to Lord Howe Island and Rapa.
381370	Indo-Pacific: Red Sea to Mozambique and eastward to the Pitcairn Group, north to southern Japan, south to Lord Howe Island and Rapa.
381371	Indo-Pacific: Red Sea to the Line, Marquesan, and Society islands, north to the Ryukyu Islands, south to the southern Great Barrier Reef; throughout Micronesia.
381372	Indo-Pacific: Red Sea to Tuamoto Islands, north to southern Japan, south to Rapa; throughout Micronesia.
381373	Indo-Pacific: Red Sea, Mauritius and Rodriguez to the Line Islands and Tonga, north to the Philippines, south to northern Australia, New Caledonia and the Loyalty Islands.
381374	Indo-West Pacific: Red Sea to Samoa, north to the Ryukyu Islands, south to the southern Great Barrier Reef; Guam in Micronesia.
381375	Southwest Pacific: endemic to Australia. Reported from Taiwan
381376	Western Pacific: Japan to the Philippines.
381377	Western Pacific: Philippines, Taiwan, Ryukyu Islands, Kapingamarangi and Marshall Islands. Recently reported from the Chesterfield Islands
381378	Pacific Ocean: Taiwan and Ryukyu Islands to the Society Islands; throughout Micronesia.
381379	Indo-West Pacific: Red Sea and East Africa to the Philippines and Australia.
381380	Indo-Pacific: Red Sea and East Africa to French Polynesia, north to Ryukyu Islands, south to Sydney Harbor, New South Wales (Australia). Not yet reported from the Persian Gulf, India, Malaysia, Lord Howe Island, Hawaiian Islands, Marquesan Islands, Pitcai
381381	Indo-Pacific: Chagos Islands to the Hawaiian Islands, north to Taiwan and the Ryukyu Islands, south to Rapa; Mariana and Marshall Islands in Micronesia.
381382	Indo-Pacific: East Africa to the Marshall Islands, north to Ryukyu Islands, south to New Guinea; Belau east to the Marshall Islands and Kapingamarangi in Micronesia.
381383	Indo-Pacific: East Africa to the Marshall Islands and New Guinea, north to Japan, south to northern Australia, including the Arafura Sea
381384	Western Pacific: Sumatra, south Taiwan, and the Marshall Islands.
381385	Western Pacific: Japan to northern Australia.
381386	Indo-West Pacific: Maldives to Mariana Islands, north to Ryukyu Islands, south to northwestern Australia; Mariana and eastern Caroline Islands in Micronesia.
381387	Western Pacific: Ryukyu Islands to Java and New Guinea; Belau to Pohnpei in Micronesia.
381388	Indo-Pacific: East Africa to Kiribati, north to the Ryukyu Islands, south to New Caledonia; Belau to eastern Caroline and Mariana Islands in Micronesia.
381389	Widespread in Indo-Pacific from South Africa to the Persian Gulf, east to the Indo-Malayan region, north to Japan. It is occasionally found in Taiwan band, western Taiwan.
381390	Distributed in the Western Pacific from southern Japan to the East China Sea. Reported from Indonesia and the Chesterfield Island. It is found in western, northeastern and northern Taiwanese waters.
381391	East Asia, north to Yangtze basin, south to Taiwan, Hainan Island and north Vietnam. Used to wildly inhabited on lowlands of western Taiwan, however, this species is nearly extinct due to chemical pollution.
381392	Indo-Pacific: Red Sea to the Society Islands, north to the Ryukyu and Bonin Islands, south to Queensland; Mariana Islands in Micronesia.
381393	Indo-West Pacific: Christmas Island and the Andaman Islands in the eastern Indian Ocean, the Philippines, and Taiwan.
381394	Western Pacific: Ryukyu Islands to Indonesia.
381395	Indo-Pacific: Red Sea south to Knysna, South Africa and east to Tuamoto Islands, north to southern Japan, south to northern New South Wales; Palau to eastern Caroline Islands, Marshall Islands in Micronesia.
381396	Western Indian Ocean: Red Sea south to Durban Bay, South Africa. Replaced by Aspidontus taeniatus taeniatus on the west coast of Australia.
381398	Western Pacific: Ryukyu Islands southward to McClure and New Year Islands, Northern Territory, Australia.
381399	Pacific Ocean: southern Japan to the Moluccas, east to Mariana Islands, Tonga, and Tuamoto Archipelago; Tawara, Kiribati and Howland Island. Replaced by <i>Blenniella cyanostigma</i> in the Indian Ocean.
381400	Indo-West Pacific: east coast of Africa to the Society Islands, north to the Ryukyu Islands, south to about 24°S.
381401	Western Pacific: Bali and Flores, Indonesia; north to Taiwan; east to New Britain, (Papua New Guinea); south to Efate, New Hebrides (Vanuatu).
381402	Indo-Pacific: Red Sea south to Durban, South Africa, east to the Marquesas and Tuamoto Islands, north to the Ryukyu Islands; throughout Micronesia.
381457	Distributed in the Pacific Ocean from Japan to Bering Sea, and south to Peru. Reported from the Philippines and Taiwan. It is found in northern Taiwanese waters.
381458	Known only from the Pacific Ocean, mainly from warm-temperate latitudes. It is rare and only found in eastern Taiwanese waters.
381459	Widely distributed in both tropical and temperate seas throughout the Pacific and Indian oceans. It is found in eastern and northern Taiwanese waters.
381460	Pacific and Atlantic: widely distributed in tropical waters. Eastern Central Pacific: Costa Rica to Peru. Eastern Atlantic: off west Africa. Western Atlantic: Gulf of Mexico, Trinidad. Not known from the Indian Ocean. It is found in eastern and northern T
381461	Distributed in the Indo-Pacific and Eastern Central Pacific from East Africa to California, USA. It is found in eastern and northern Taiwanese waters.
381463	Distributed in the Indo-West Pacific from southern Japan, East China Sea, and the Banda Sea to Zanzibar. It is found in southwestern and northeastern Taiwanese waters, and Penghu Is..
381464	Known only found in Japan and Taiwan. It is very rare and only found in northeastern Taiwanese waters.
381465	Distributed in Hong Kong and Taiwan. It is found in southern Taiwanese waters.
381466	Distributed in northwestern Australia, Papua New Guinea and South China Sea. It is possibly found in southern Taiwanese waters.
381467	Distributed in the Northwest Pacific from central Japan and the East China Sea to Taiwan.
381468	Known only found in Japan and Taiwan. It is found in western and northeastern Taiwanese waters.
381469	Known only found in Japan and Taiwan. It is found in southwestern and northern Taiwanese waters.
381470	Distributed in the western Pacific from Gulf of Thailand to the Solomon Islands, north to Japan, south to northwestern Australia; Palau and Yap in Micronesia. It is found in northern Taiwanese waters.
381471	Distributed in the Indo-West Pacific from Red Sea south to Delagoa Bay, Mozambique and eastward to Taiwan. Migrated to the Mediterranean Sea via the Suez Canal. It is found in southern Taiwanese waters.
381472	Distributed in the Paciffic coast of souther Japan to the South China Sea. It is found in Penghu Is., western Taiwan.
381473	Known only found in Taiwan and China. It is found in southern Taiwanese waters.
381474	Distributed in the Indo-West Pacific from Persian Gulf to China, Indonesia, Borneo, New Guinea, Philippines and the southern part of southeast Asia. It is possibly found in southern Taiwanese waters.
381475	Distributed in the western Pacific, invluding Taiwan, Japan, Papua New Guinea, Indonesia and northwestern Australia, Chesterfield Islands. It is found in western and northeastern Taiwanese waters, and Penghu Islands.
381476	Known only found in southwestern Taiwan.
381477	Known only found in Indonesia and Chian. It is maybe found in southern Taiwan.
381478	Distributed from Andaman Sea to China, Philippines, Taiwan and New Guinea. It is found in southern Taiwanese waters.
381479	Distributed from southern Japan to Taiwan. It is found in southwestern and northeastern Taiwanese waters, and Penghu Islands.
381480	Distributed in the western Pacific, including Ryukyu Islands, Viet Nam, Gulf of Thailand, Indonesia, and northern Australia. It is found in Penghu Islands.
381481	Distributed Philippines and Taiwan. It is found in northeastern Taiwanese waters, and Penghu Islands.
381482	Eastern Indian Ocean and Western Central Pacific. It is found in Penghu Islands.
381483	Distributed in Japan, the western coast of the Korean Peninsula and Taiwan. It is found in northern Taiwanese waters, and Penghu Islands.
381484	Distributed from southern Japan to Taiwan. It is found in northeastern Taiwanese waters.
381485	Distributed in Japan and Taiwan. It is found in northeastern Taiwanese waters.
381486	Distributed in Japan to northwestern Australia. It is found in sputhern and northern Taiwanese waters, and Penghu Islands.
381487	Distributed in southern Japan and Taiwan. It is found in southern and northeastern Taiwanese waters; Lyudao and Lanyu, southeastern Taiwan; and Penghu Islands.
381488	Distributed in the Indo-West Pacific from Sri Lanka, east coast of India, Andaman and Nicobar islands to western Malaysia (Penang) and Indonesia, east to the Philippines and the Ryukyu Islands, Japan. It is found in southern Taiwanese waters.
381489	Distributed in Japan and Taiwan. It is found in northeastern and southern Taiwanese waters; and Siao Liouciou, southwestern Taiwan.
381490	Distributed in Taiwan, Japan, New Caledonia, and Hawaii. It is found in Lyudao, southeastern Taiwan.
381491	Distributed in the Western Pacific from Hakodate, Hokkaido to the East China Sea. More recently reported from Malaysia and the Chesterfield Islands. It is a common species in Taiwan except eastern part.
381492	Distributed in the Northwest Pacific including Japan, Taiwan  and the western coast of the Korean Peninsula. It is found in southern Taiwanese waters.
381493	Distributed in China and Taiwan.
381494	Distributed in northern coast of Japan, Inland Sea of Japan, Ariake Sea, the East China Sea and Taiwan. It is found in northern Taiwanese waters.
381496	Distributed in Japan, the East China Sea and Taiwan. Reported from New Caledonia. It is found in northeastern Taiwanese waters.
381497	Distributed in the Indo-Pacific from Seychelles, Indonesia to northwestern Australia, north to the northern South China Sea, Taiwan and southern Japan. It is found in southwestern Taiwanese waters; and Siao Liouciou, southwestern Taiwan.
381498	Distributed in Indonesia, Philippines and Taiwan. It is found in southern Taiwanese waters.
381499	Distributed in Philippines, Indonesia and Taiwan. It is found in southern Taiwanese waters.
381500	Distributed in the Pacific Ocean, including Taiwan, Philippines, Palau, Marshall Islands, and Tuamoto Islands. Reported from Rotuma, Fiji. It is found in Lanyu, southeastern Taiwan.
381501	Distributed in South China Sea and Taiwan. It is found in southern Taiwanese waters.
381502	Distributed in southern Japan to the Marquesan Islands. It is found in western and southern Taiwanese waters; and Siao Liouciou, southwestern Taiwan; Lyudao and Lanyu, southeastern Taiwan.
381503	Distributed in the Indo-West Pacific, including Taiwan,  Philippines, eastern Indonesia and northwest Australia. It is found in Lanyu, southeastern Taiwan.
381504	Distributed in the Western Pacific from Ryukyu Islands to Australia. It is found in Lanyu, southeastern Taiwan.
381505	Circumtropical in marine waters; widespread in the tropical Indo-West Pacific; widespread in coastal waters of Taiwan.
381506	Widespread in coastal waters of tropical Indo-West Pacific, from East Africa, including the Malagasy Republic, Red Sea, and Persian Gulf to Papua New Guinea; north to the Ryukyu Islands and south to Australia.It is common in waters around Taiwan.
381507	Distributed in Indo-West Pacific where from Red Sea and East Africa to the Hawaiian Islands, north to Taiwan, south to Australia. Immigrant to the eastern Mediterranean through the Suez Canal. It is a very common species in Taiwan and present in all coast
381508	Distributed in Indo-West Pacific, coastal waters from Pakistan to Sri Lanka; east coast of India, Taiwan Island, Okinawa in Japan, the Philippines, Papua New Guinea and Australia. It very rare and only found in western Taiwanese waters.
381509	Widespread in the tropical and subtropical waters of the Indo-West Pacific; It very rare and only found in southwestern Taiwanese waters so far.
381510	Commonly distributed in tropical and subtropical coastal waters of Indo-West Pacific. It is common from the southwestern to southern parts Taiwan.
381511	Widely distributed in tropical waters of Indo-Pacific, but it is quite rare in Taiwan and only found in the southwestern part.
381512	Widely distributed in tropical and subtropical waters of Indo-Pacific, but it is rare in Taiwan and only found in western to southwestern parts of Taiwan.
381513	Commonly distributed in tropical and subtropical coastal waters of Indo-West Pacific. It is common in waters around Taiwan.
381514	Widely distributed in tropical and subtropical coastal waters of Indo-West Pacific. It is common in eastern and sorthern Taiwan, but rare in western Taiwan.
381515	Commonly distributed in tropical and subtropical coastal waters of Indo-Pacific. It is common in all Taiwanese waters except northern Taiwans.
381516	Distributed in South Africa, Indonesia, South and East China Seas, Japan, Australia, Hawaii, and Taiwan.It is very common in all Taiwanese coastal waters.
381517	Widely distributed in tropical and subtropical waters of Indo-Pacific. It is occasionally found in waters from the western to southern parts of Taiwan, rarely in northern Taiwan.
381518	Widely distributed through the Indian and western Pacific oceans. It is rare and only found in eastern Taiwanese waters.
381519	Widely distributed in tropical and subtropical waters of Indo-Pacific, but It is rare in Taiwan and only found in the southern part.
381520	Widely distributed in tropical and subtropical waters of Indo-Pacific. It can be widely found in Taiwan but mainly in the southern part.
381521	Widely distributed in tropical and subtropical waters of Indo-West Pacific, but it is rare in Taiwan and only found from western to southern Taiwanese waters.
381522	Broadly distributed in tropical and subtropical waters of Indo-West Pacific, but it is quite rare in Taiwan and only found in the northern part.
381523	Widely distributed in tropical and subtropical waters of Indo-Pacific.It can be occasional found in the southern Taiwan.
381524	Widely distributed in tropical waters of Indo-West Pacific, but it is rare in Taiwan and only found in the southern part.
381525	Distributed in Australia, Indonesia, Papua New Guinea and the South China Sea. It is occasionally found in southern Taiwanese waters.
381526	Broadly distributed in tropical and subtropical waters of Indo-Pacific. It is frequently found in all Taiwanese waters.
381527	A circumtropical species. Western Indian Ocean: off Natal and East London in South Africa; Reunion, Mauritius and Cargados Carajos; Seychelles. Western Pacific: southern Japan to New Caledonia; throughout Micronesia. Western Atlantic: Bermuda, northern Gu
381528	Broadly distributed in tropical and subtropical waters of Indo-Pacific. It is common in southern Taiwanese waters, occasionally in the north and east.
381529	Widely distributed in tropical and subtropical waters of Indo-Pacific. It is commonfound in all Taiwanese waters, but mainly in the south.
381530	Broadly distributed in tropical and subtropical waters of Indo-Pacific. It is frequently found in all Taiwanese waters.
381531	Widely distributed in tropical and subtropical waters of Indo-Pacific, but it is rare in Taiwan and only found in western to southern parts.
381532	Broadly distributed in tropical and subtropical waters of Indo-West Pacific. It is frequently found in all Taiwanese waters.
381533	A circumtropical species. It is very common in all Taiwanese waters.
381534	Widely distributed in tropical and temperate waters of Indo-West Pacific. It is common in waters around Taiwan.
381535	Distributed in Indo-West Pacific, from South China Sea to the Marianas. It is a very common species in  all Taiwanese waters.
381536	Widely distributed in tropical and subtropical waters of Indo-Pacific, but it is rare in Taiwan and only found in the northern and eastern parts.
381537	Widely distributed in warm waters of Indo-Pacific and the Atlantic, but it is rare in Taiwan and only found in the eastern part.
381538	Worldwide in marine waters, commonly found in Taiwanese waters, Expecially in eastern Taiwan.
381539	Widely distributed in tropical and subtropical waters of Indo-Pacific. It is occasional in all Taiwanese watwrs but mainly in the southern part.
381540	Broadly distributed in warm seas of Indo-Pacific. It is frequently found in all Taiwanese waters, especially in the west.
381541	Widespread circumtropical species. It is rare and only found in southwestern Taiwanese waters.
381542	Broadly distributed in tropical and subtropical waters of Indo-Pacific. It is an abundant species of carangid fishes in Taiwanese waters, especially in the west.
381543	A broadly distributed, anti-tropical species, distributed in subtropical and temperate waters of Indo-Pacific and Altantic. It is occasionally in eastern Taiwanese waters.
381544	Broadly distributed in tropical and subtropical coastal waters of Indo-West Pacific. It is common in waters around Taiwan, especially in western Taiwan.
381545	Widely distributed in tropical and subtropical coastal waters of Indo-Pacific. It is common in waters around Taiwan, expecially in western part.
381546	Commonly distributed in tropical and subtropical coastal waters of Indo-West Pacific. It is common in waters around Taiwan, expecially in the western part.
381547	A circumtropical species. It is very common in all Taiwanese waters, expecially from the west to the south.
381548	Broadly distributed in tropical and subtropical waters of Indo-West Pacific. It is commonly found in all Taiwanese waters, mainly in the southwestern part.
381549	Circumglobal. Widely distributed in tropical and subtropical waters of Indo-Pacific and Altantic. It is very common in Taiwanese waters, expecially in the northeastern part.
381550	A circumtropical species. It is rare in Taiwan and only found in northern and southern parts.
381551	Widely distributed in tropical and subtropical waters of Indo-West Pacific. It is common in waters around Taiwan.
381552	Probably an antitropical species since it has been recorded only from Australia and eastern Taiwan. It is quite rare in Taiwan.
381553	Widely distributed in tropical and temperate waters of Indo-Pacific, but it is occasional species in Taiwan and mainly found in the esatern part.
381554	Widely distributed in tropical and subtropical waters of Indo-West Pacific  from Red Sea and East Africa to the Marshall Islands and Samoa, north to southern Japan, south to Australia; throughout Micronesia. It is very common in all Taiwanese waters.
381555	Confined to the west North Pacific from southern Japan, Korean Peninsula to the East China Sea. It is frequently found in all Taiwanese waters, expecially in the north and east.
381556	Widely distributed in tropical waters of Indo-Pacific. It is occasionally found in the eastern and southern Taiwanese waters.
381557	Widely distributed in warm waters of Indo-Pacific. It is occasionally in southern Taiwanese waters.
381558	Distributed in tropical waters of Indo-Pacific. It is occasionally in eastern to southern Taiwanese waters.
381559	Northwest Pacific: central and southern Japan. Larvae found in Taiwan Strait. It is found in northern Taiwanese waters.
381560	Western Pacific: Japan and the East China Sea. Reported from Hong Kong. It is a common species in Taiwan except eastern part.
381563	Distributed in the Indo-West Pacific, including Natal in South Africa, India, Japan and Taiwan. It is very rare and only found in Penghu Islands, western Taiwan.
381564	Distributed in the western Pacific from southern Japan to the China Sea. Also reported from Indonesia and northwestern Australia. It is mainly found in northeastern and eastern Taiwanese waters.
381565	Distributed in the northwest Pacific from central Honshu, Japan southward to Taiwan. Also occurring in the Western Central Pacific. It is found in western, eastern  and northeastern Taiwanese waters.
381566	Distributed in the Indo-West Pacific from central Honshu in Japan southward to Taiwan. Also found in Indonesia which is a new record for the northeastern Indian Ocean. It is found in eastern  and northeastern Taiwanese waters.
381567	Distributed in the northwest Pacific from Japan to Taiwan. It is mainly found in northeastern Taiwanese waters.
381568	Distributed in the Indo-West Pacific, including Suruga Bay and Tosa Bay in Japan and Taiwan. Also found in Indonesia which is a new record for the northeastern Indian Ocean. It is mainly found in western Taiwanese waters.
381569	Distributed in the northwest Pacific from Japan to Taiwan. It is mainly found in northern Taiwanese waters.
381570	Distributed in the Northwest Pacific from Okinawa Island, Japan and Taiwan. It is found in northeastern and northern Taiwanese waters.
381571	Distributed from northwestern Australia to Java, Philippines, Taiwan, and the Ryukyu Islands. It is found in northeastern and northern Taiwanese waters, and Penghu Is..
381572	Distributed from the coast of Japan, Ryukyu Islands, Taiwan, China, and the Philippines. Widely around coral reefs in Taiwan.
381573	Widely distributed in Indo-Pacific from Red Sea and East Africa to the Hawaiian, Marquesan, and Ducie islands, north to southern Japan, south to Lord Howe and Rapa islands; throughout Micronesia. Widely around coral reefs in Taiwan.
381574	Distributed from the northern Philippines and Taiwan to southern Japan. Widely around coral reefs in Taiwan.
381575	Distributed from Cocos-Keeling in the eastern Indian Ocean through Indonesia, New Guinea, and Philippines north to southern Japan, east to Fiji. It is found in eastern and southern Taiwanese waters, and Penghu Is..
381576	Widely distributed in Indo-Pacific from East Africa to the Pitcairn Group, north to Japan, south to Lord Howe and Rapa islands; throughout Micronesia. It is found in eastern and southern Taiwanese waters, and Penghu Is..
381577	Widely distributed in Indo-West Pacific from East Africa to the Hawaiian, Marquesan and Tuamoto islands, north to southern Japan and the Ogasawara Islands, south to New South Wales (Australia) and Lord Howe Island. It is common in waters around Taiwan.
381578	Commonly distributed in tropical and subtropical coastal waters of Indo-Pacific from Cocos-Keeling Islands to the Hawaiian, Marquesan and Tuamoto Islands, north to southern Japan, south to Rowley Shoals and New South Wales, Australia. Widely around coral
381579	Antitropical in distribution, from southern Japan to Taiwan and the Ryukyu Islands and from Papua New Guinea and the Great Barrier Reef to Lord Howe Island and New South Wales. It is found in southern, northeastern and northern Taiwanese waters.
381580	Widely distributed in tropical and subtropical waters of Indo-Pacific from Red Sea and East Africa to the Hawaiian Islands and Samoa, north to southern Japan, south to New South Wales, Australia and New Caledonia. Throughout Micronesia; also reported from
381581	Widespread in the tropical Indo-West Pacific from Red Sea and East Africa to the Hawaiian, Marquesan, and Ducie islands, north to southern Japan, south to the Great Barrier Reef and Lord Howe Island. Throughout Micronesia. Widely around coral reefs in Tai
381582	Commonly distributed in tropical and subtropical coastal waters of Indo-West Pacific from East Africa to the Hawaiian, Marquesan, and Ducie islands, north to southern Japan, south to Lord Howe and Rapa Islands; throughout Micronesia. Southeast Atlantic: E
381583	Widespread in the Western Pacific from Japan and Australia to the Tuamoto Islands and Hawaii. Widely around coral reefs in Taiwan.
381584	Widespread in the tropical Indo-Pacific from Red Sea and East Africa to Samoa, north to southern Japan, south to Lord Howe Island. Throughout Micronesia. Widely around coral reefs in Taiwan.
381585	Widely distributed in Indo-Pacific from East Africa to the Line Islands, north to the Ryukyu Islands, south to the Great Barrier Reef; Palau to the eastern Carolines and southern Marshalls in Micronesia. Eastern Pacific: Galapagos Islands. It is very rare
381586	Distributed from Indian east to southern Japan, south to the Philippines, New Guinea and Indonesia. It is found in western Taiwanese waters, Hsiaoliuchiu and Penghu Is..
381587	Known only in the Western Pacific from Philippines north to Japan and Korea. It is found in northern Taiwanese waters.
381588	East Indies and the Philippines, through Papua New Guinea and the Great Barrier Reef to the Solomon Island, Palau, and north to China; extends into the Indian Ocean at least to the Maldives, India and Sri Lanka.
381589	Sri Lanka to the Hawaiian, Marquesan and Ducie islands, north to southern Japan, south to Lord Howe and Rapa Islands; throughout Micronesia. Widely around coral reefs in Taiwan.
381590	Distributed from the Andaman Sea eastward throughout the Indo-Malayan Archipelago to Fiji, northward to southern Japan, southward to Lord Howe Island. Widely around coral reefs in Taiwan.
381591	Widely distributed in Indo-Pacific from Christmas Island to the Line Islands, north to the Ryukyu Islands, south to Rowley Shoals and the northern Great Barrier Reef; throughout Micronesia. Widely around coral reefs in Taiwan.
381592	Distributed throughout the tropical northwestern and Central Pacific Ocean from Ryukyus, Ogasawara Islands and Taiwan to the Hawaiian, Marquesan, and Pitcairn islands, south to the Samoan and Austral Islands; Marianas and Marshalls in Micronesia. It is fo
381593	Distributed from Sri Lanka and the Andaman Sea throughout the Indo-Malayan region northward to southern Japan, eastward across the tropical southern Pacific Ocean to the Tuamotu Archipelago. Widely around coral reefs in northern and southern Taiwan.
381594	Distributed throughout the tropical western and Central Pacific Ocean from Ryukyu Islands to the Great Barrier Reef and the Hawaiian, Marquesan and Ducie islands. It is found in northern Taiwanese waters, Lanyu and Penghu Is..
381595	Distributed throughout the Indo-Malayan region and western New Guinea, northward to the Ryukyu Islands. It is found in southern Taiwanese waters.
381596	Distributed from the Maldive Islands eastward throughout the Indo-Malayan region and tropical western and southern Pacific Ocean. Known only found in Lanyu, southeastern Taiwan.
381597	Distributed from the eastern Indian Ocean eastward throughout the Indo-Malayan region to Tonga, northward to southern Japan, southward to Lord Howe Island. Widely around coral reefs in Taiwan.
381598	Distributed throughout most of the Indo-Pacifc region, excluding the main Hawaiian Islands, Marquesas Islands, and Easter Island. Widely around coral reefs in Taiwan.
381599	Distributed from Western Australia through the Indo-Malayan region eastward to the Tuamotu Archipelago, northward to southern Japan, southward to Lord Howe Island. It is found in northern and southeastern Taiwanese waters.
381600	Widespread in the tropical Indo-Pacific from East Africa to the Hawaiian, Marquesan, and Ducie islands, north to southern Japan, south to the Lord Howe and Rapa islands; throughout Micronesia. Widely around coral reefs in Taiwan.
381601	Widespread in the Indo-Pacific from Red Sea and East Africa to the Line and Tuamoto islands, north to southern Japan, south to the Lord Howe and the Austral islands. Widely around coral reefs in Taiwan.
381602	Distributed from the Indo-Malayan from Japan to Thailand; including the Ryukyu Islands, Taiwan, the South China Sea, and the Gulf of Thailand. It is found in northern Taiwanese waters, Hsiaoliuchiu and Penghu Is..
381603	Distributed in the Western Pacific from Indonesia and the Philippines, north to the Ryukyu Islands. It is found in eastern and southern Taiwanese waters.
