name_code	diagnosis
381123	Body typically slender and elongate, without scales, encased in a series of bony rings. Snout longer, its length 1.8-2.0 in HL. Superior trunk and tail ridges discontinuous, the trunk ridge sometimes arches dorsad on subdorsal rings; inferior trunk ridge ends at anal ring; lateral trunk ridge confluent with inferior tail ridge. Median dorsal snout ridge low, entire; opercle with a complete longitudinal ridge, with supplemental ridges below the longitudinal ridge; scutella without longitudinal keels; dermal flaps absent. Rings 20-22(usually 21)+ 24-26, darsal-fin rays 37-44, pectoral-fin rays 18-21. Pouch plates sometimes slighrly convergent in brooding males. Usually with a dark lateral trunk on head, and a broad dark stripe above the lateral trunk ridge which is impinged on above by 5-6 pale blotches.
381124	Body typically slender and elongate, without scales, encased in a series of bony rings. Superior and inferior trunk ridges continuous with their respective tail ridges; lateral trunk ridge not deflected near anal ring, ends on 1st-5th tail ring. Median dorsal snout ridge entire or with low emarginations, without knob-like elevations or spines; longitudinal opercular ridge angled dorsad, incomplate in  subadults-adults; simple dermal flaps usually present on eye and elsewhere on head and body. Rings 16-17 + 29-32, darsal-fin rays 20-24, pectoral-fin rays 11-13. Usually tan to dark brown, infrequently pale, dorsum of body sometimes with indications of 10-11 diffuse pale bars; lower part of side and venter of trunk often with indications of dark bars between rings.
381125	Body typically slender and elongate, without scales, encased in a series of bony rings. Superior and inferior trunk ridges continuous with their respective tail ridges; lateral trunk ridge not deflected near anal ring, ends on last trunk or 1st tail ring. Median dorsal snout ridge entire or with low emarginations, without knob-like elevations or spines; longitudinal opercular ridge angled dorsad, incomplate in  subadults-adults; simple dermal flaps usually present on eye and elsewhere on head and body. Rings 15-16 + 25-28, darsal-fin rays 20-24, pectoral-fin rays 11-13. Variously pale to dark brown, the markings in contrasting shades of pale and brown. Trregularly blotched, mottled or with diffus bars; generally without consistent markings.
381126	Body typically slender and elongate, without scales, encased in a series of bony rings; surfaces largely tuberculate; anterior postdorsal part of tail not oval in cross-section. Superior trunk and tail ridges discontinuous; inferior trunk and tail ridges continuous; lateral trunk ridge confluent with lateral and superior tail ridge. Snout long, compressed laterally,the median dorsal snout ridge poorly defined; opercle without a distinct longitudinal ridge; scutella conizal, not clearly elevated or keel-like in lateral aspect; without dermal flaps. Rings 24-26 + 53-57, darsal-fin rays 40-51, pectoral-fin rays 23-26. Superior ridges of trunk and anterior third of tail margined, dorsolateally, with dark brpwn or black.
381127	Body typically slender and elongate, without scales, encased in a series of bony rings. Snout long, its length 1.7-1.8 in HL. Superior and inferior ridges continuous with their respective tail ridges, the inferior trunk ridge inconspicuous and located on venter of trunk; lateral trunk ridge deflected dorsad behind anal ring, ends just below superior tail ridge near rear of dorsal-fin base. Median dorsal snout ridge low, entire; usually with a spine-like point on supraorbital ridge over posterior third of orbit; opercle without a longitudinal ridge; scutella absent; dermal flaps wrll developed in juveniles, often absent in adult. Rings 15-18 + 40-54, darsal-fin rays 37-50, pectoral-fin rays 20-24. Mainly greenish to brown with variable darker markings, sometimes with a narrow dark stripe on opercle.
381128	Body typically slender and elongate, without scales, encased in a series of bony rings. Snout slender and longer, its length 16-2.0 in HL. Superior trunk and tail ridges discontinuous; inferior trunk  and tail ridges continuous; lateral trunk ridge confluent ends near anal ring. Median dorsal snout ridge low, entire; without lateral spines on snout; opercle ridge often prominent and complete in early juveniles, typically incomplete or vestigial in subadult-adult; scutella without longitudinal keels. Rings 18-20 + 38-46, darsal-fin rays 30-47, pectoral-fin rays 12-13. Mainly brownish, usually mottled with pale.
381129	Body typically slender and elongate, without scales, encased in a series of bony rings. Snout longer, its length 2.2-2.8 in HL. Superior trunk and tail ridges discontinuous, the trunk ridge arches dorsad on subdorsal rings; inferior trunk ridge ends at anal ring; lateral trunk ridge confluent with inferior tail ridge. Median dorsal snout ridge a litter elevated above nares, entire to irregularly denticulate; opercle with a low,complete or incomplete,ridge angled upward toward gill opening; scutella without longitudinal keels; dermal flaps present or absent in adults. Rings 21-23 + 41-48, darsal-fin rays 24-29, pectoral-fin rays 14-18. Mainly brownish; the snout sometimes pale near tip; the body plain or mottled, usually with 12-13 dark bars, separated by 3-4 ring pale interspaces, crossing dorsum and side.
381130	Body elongate, moderately compressed. Eye covered by adipose tissue. Mouth small, terminal, without teeth. Branchiostegal rays only 4. Gill rakers fine and numerous.  Fins without spines; dorsal fin with 13 to 17 rays,  about midpoint of body; anal fin short, with 9 to 11 rays, close to caudal fin; caudal fin large and deeply forked.  Scales small and smooth, 75 to 91 on lateral line.  Body silvery on belly and sides, grading to olive-green or blue on back; dorsal, anal, and caudal fins with dark margin;  peritoneum black.
381132	Body oval, compressed. Teeth absent. Dorsal- and anal-fin bases long; anterior portion of dorsal fin elongate; dorsal-fin rays 48 to 55; anal-fin rays 33 to 41; pectorals long and falcate; pelvic fins similar to pectoral fins in shape and a little longer; caudal fin broadly lunate. Dark steely blue dorsally shading into green with silver and purple iridescence, belly rosy, body covered with silvery spots in irregular rows, light mottling on caudal and dorsal fins; vermillion on fins and jaws, golden around eyes.
381133	Body extremely elongate, compressed. Upper jaw highly protrusible, maxilla broad; teeth minute in both jaws. Dorsal fin very long, extending along entire body to tail; First 8 to 10 dorsal-fin extremely elongate, consisting of 4 to 6 elongate, flexible spines, inserting above eye; tptal dorsal-fin rays 345-365. Anal fin absent. Caudal fin usually absent in large specimens. Pelvic-fin rays have specialized sensory capability, with cells that resemble taste-buds on their fleshy tabs. Scales absent, except for tubular lateral-line scales. Body silver with obliqe dusky bars; fins deep, crimson-red.
381134	Body elongate, ribbon-like, compressed; body depth gradually decreasing from head to caudal peduncle. Head small. Snout length shorter eye diameter. Pointed teeth on jaws, vomer, and palatines. Scales present in juveniles; absent in adult. Dorsal fin very long, extending along entire body length to tail, with 116-131 rays; anterior dorsal-fin rays elongate in juveniles, reduced in adult; anal fin absent; pelvic fins with 7-10 rays, elongate in juveniles, and absent in adult; caudal fin without 2 lobes and not sharply upturned. Head and body usually silver; specimens less than 10 cm with many dark spots.
381135	Body elongate, ribbon-like, compressed; body depth gradually decreasing from head to caudal peduncle. Head moderately small. Snout length longer eye diameter. Pointed teeth on jaws, vomer, and palatines. Scales present in juveniles; absent in adult. Dorsal fin very long, extending along entire body length to tail, with 164-190 rays; anterior dorsal-fin rays elongate in juveniles, reduced in adult; anal fin absent; pelvic fins with 8-13 rays, elongate in juveniles, and absent in adult; caudal fin with 2 lobes; upper lobe sometimes upturned, conspicuous, and fan-like. Head and body usually silver.
381136	Body deep, strongly compressed. Eye moderately large. Upper jaw highly protrusible; teeth absent. Anterior dorsal- and anal-fin elements retractable in a thick, scaly sheath of skin located at base of fin portions. Dorsal and anal fins long, with anterior elements moderately to conspicuously elongate; both fins shaped like large fans; total dorsal-fin rays 33 to 44; total anal-fin rays 25 to 35; anterior elements of both fins are I-II spines. Body blue-green with 5 to 7 dark vertical bars between nape and caudal peduncle; dorsal and anal fins with blue and bright yellow bands, giving the appearance of yellow spots against a blue background; a black blotch of pigment on posterior portion of dorsal fin.
381137	Dorsal rays 12; anal rays 7; pectoral rays 9. Body globe; illicium slightly shorter than second dorsal spine, with dark bands; esca oval in shape, bearing with numerous short appendages; second dorsal spine free from head; cross area between second and third dorsal spine naked; anterior end of pterygiophore posterior to symphysis of upper jaw; distal 2/3 of maxilla naked; conspicuous cutaneous appendages on chin; a dark pigmented spot encircled by a lightly ring on dorsal fin base; caudal peduncle present; all anal fin rays bifurcate, all pectoral fin rays simple, the last pelvic fin ray bifurcate; bright red in color with dark-red or black markings. It had been recorded from Taiwan in Burgess & Axelrod, 1974 and Choo, 1974.
381138	Dorsal rays 13; anal rays 8; pectoral rays 11. Body deep, globose, slightly compressed; mouth oblique to vertical; gill open small, behind and below pectoral-fin base; skin cover with close-set dermal spinules; illicium elongated, about twice length of second spine; anterior end of pterygiophore posterior to symphysis of upper jaw; membrane of second dorsal spine and cross area between second and third dorsal spine completely covered with dermal spinules; head and body covered with reddish-brown variable size patches on yellowish background, black circular present but never on belly; caudal peduncle present; all pectoral fin rays simple.
381139	Dorsal rays 12; anal rays 7; pectoral rays 8-9. Body deep, globose, slightly compressed; mouth oblique to vertical; gill open small, adjacent to or on pectoral lobe; skin cover with close-set dermal spinules; illicium shorter than second dorsal spine; esca simple oval in shape; anterior end of pterygiophore posterior to symphysis of upper jaw; second dorsal spine free from the head; cross area between second and third dorsal spine naked; dorsal fin with a dark pigmented spot; caudal peduncle present; last ray of pelvic fin biturate; overall brownish to dark, with numerous, small whitish spots on head, body, and pectoral lobe; small in size, seems never larger than 5cm.
381140	Dorsal rays 13; anal rays 7; pectoral rays 10-11. Body deep, globose, slightly compressed; mouth oblique to vertical; gill open small, behind and below pectoral-fin base; skin cover with close-set dermal spinules; illicium about equal to length of second dorsal spine; esca simple, with unpigmented sphere of irregularly folded tissue; anterior end of pterygiophore posterior to symphysis of upper jaw; second dorsal spine free from the head; cross area between second and third dorsal spine naked; dorsal fin with a dark pigmented spot; caudal peduncle present; last ray of pelvic fin biturate.
381141	Dorsal rays 12; anal rays 7; pectoral rays 10. Body deep, globose, slightly compressed; mouth oblique to vertical; gill open small, behind and below pectoral-fin base; skin covered with close-set dermal spinules; illicium elongated, about twice length of second spine; esca broad, with a pennant-like flap and some filaments and cirri; anterior end of pterygiophore posterior to symphysis of upper jaw; membrane of second dorsal spine and cross area between second and third dorsal spine completely covered with dermal spinules; body lemon yellow in color with many reddish-brown variable size spots on posterior hale including dorsal fin, anal fin and caudal fin, never present on belly; pectoral fin rays tip white; caudal peduncle present; all pectoral fin rays simple.
381142	Dorsal rays 12; anal rays 7; pectoral rays 9. Body deep, globose, slightly compressed; mouth oblique to vertical; gill open small, behind and below pectoral-fin base; skin covered with close-set dermal spinules; illicium clear shorter than second dorsal spine; secondary dorsal spine strongly curved posteriorly, without terminal appendages, the latter membrane thin and translucent, connect to the third dorsal spine broadly, without bearing cutaneous appendages; third dorsal spine broadly connected to soft-dorsal fin thin membrane skin; dark-brown in color, a black spot on dorsal fin base, a small circular just behind eye and two large bright white circular on caudal fin; body size not larger than about 4 cm.
381143	Dorsal rays 12; anal rays 7; pectoral rays 11. Body deep, globose, slightly compressed; mouth oblique to vertical; gill open small, behind and below pectoral-fin base; skine cover with close-set dermal spinules; illicium as long as second dorsal spine; anterior end of pterygiophore of illicium entending anteriorly beyond symohysis of upper jaw, slightly overhanging the mouth; esca with 3-5 elongate, worm-like appendages; head, body, and fins usually completely covered with darkly streaks on yellowish background, some individual with 1-3 pigment spots on body and white tip of pectoral rays on dark-brown background; all caudal fin rays bifurcate.
381144	Dorsal rays 12; anal rays 7; pectoral rays 11. Body deep, globose, slightly compressed; mouth oblique to vertical; gill open small, behind and below pectoral-fin base; skin cover with extremely close-set, bifurcate dermal spinules; illicium long, about twice length of second dorsal spine, tapering to a fine point; esca absent or tiny; second free from head; third dorsal spine hidden under the skin; caudal peduncle absent; dorsal fin rays connected to caudal fin base; all pectoral and pelvic fin rays simple, all caudal fin rays bifurcate; yellow to brown in color, everywhere covered with dark-brown network, broad dark band and marginal dark bands on the anal and caudal fins.
381145	Dorsal rays 13; anal rays 7; pectoral rays 8. Body deep, globose, slightly compressed; mouth oblique to vertical; gill open small, behind and below pectoral-fin base; illicium tiny, usually hidden in a narrow groove on snout or enveloped by folds of tissue; second and third dorsal spines hidden, laid back and bound to surface of cranium by skin; skin naked, or cover with tiny, simple spiules; caudal peduncle absent, the membranous posteriormost margin of soft-dorsal and anal fin extending posteriorly beyond base of caudal fin and connecting to outermost caudal rays; all dorsal, pelvic, anal fin rays simple; 7 inner caudal fin rays bifurcate.
381146	Dorsal rays 12; anal rays 7; pectoral rays 10. Body deep, slightly compressed; mouth oblique to vertical; gill open small, behind and below pectoral-fin base; skin smooth, without dermal spinules but covered with numerous cutaneous appendages; 2 conspicuous cutaneous appendages on mid-dorsal line of snout; illicium very short, shorter than second spine; illicium naked, without dermal spinules; esca distinct; pectoral fin lobe detached from side of bosy for most of its length; pelvic fins long, longer than 25% SL; all pectoral and pelvic fin rays simple; caudal peduncle present, 7 inner caudal fin rays bifurcate; the only member habited in pelagic in floating sargassum.
381147	Dorsal fin rays 6-7; anal fin rays 5-6; pectoral fin rays 15-16; caudal fin rays 9. Body long, slender, not globular; entire body including all fins dark redish-brown to black; jaws equal anteriorly, extending  in or beyond eye; a large, oval pit just anterior to each eye; sphenotic spines absent; articular spines minute; pectoral fin lobe short and borad, shorter than longest rays od pectoral fin; gill opening oval in shape, situated just postero-ventral to pectoral lobe; skin covered with numerous close-set spines. Opercular bone bifurcate, the two forks froming an acute angle; subopercular bone approximately as long as lower fork of operculum. Illicium on snout, distal end of pterygiophore of illicium exposed, emerging on snout; esca with an anterior compressed, fan-shaped appendage, and a single, short and more or less of bulb of esca covered with a mosaic-like pigmented pattern, distal part more evenly pigmented; distal part of anterior paaendage white with scatterede large melanophores.
381148	Body of females relatively long and slender, dark red-brown to black over entire surface of bosy and oral cavity; two caruncles on dorsal midline of trunk just anterior to origin of soft-dorsal fin; mouth large, cleft vertical to strongly oblique, not extending past eye; lower jaws with well-developed symphysial spine; eye small; illicium long, longer than length of escal bulb; escal bulb oval in shape, with a single slender appendage, divided into three branchus; esca without dermal denticles; subopercle without anterior spine; postmawillary process well developed; sphenotic spines absent; opercle bicurcate; subopercle elongate; posterior end of pterygiophore of illicium emerging from dorsal midline just anterior to caruncles; caudal fin ray 8-9 (the ninth or lowermost ray reduced to a small remnent), fourth innermost caudal fin rays bifurcated; skin covered with close-set dermal spines.
381149	Body of females relatively long and slender, mouth large, cleft strongly oblique, not extending past eye; lower jaws with well-developed symphysial spine; eye small; gill opening oval in shape, situated posterior to pectoral lobe; anterior end of pterygiophore if illicium exposed, emerging on head from between frontal bones just posterior to eye, escal bulb oval in shape, with a single slender appendage, divided into three branchus. Illicium long, considerably longer than length of escal bulb; two caruncles on dorsal midline of trunk just anterior to origin of soft-dorsal fin; subopercle without anterior spine; jaws equal anteriorly, cleft of mouth vertical to strongly oblique; postmawillary process well developed; sphenotic spines absent; opercle bicurcate; subopercle elongate; posterior end of pterygiophore of illicium emerging from dorsal midline just anterior to caruncles; caudal fin ray 8-9, the ninth or lowermost ray reduced to a small remnent, fourth innermost caudal fin rays bifurcated; esca without dermal denticles; skin covered with close-set dermal spines.
381150	Head large, rounded; skin rather loose, covered with numerous dermal spinules. Illicium short; illicial groove flat, pigmented as surrounding area; esca uniform green-brown, bearing with numerous filaments; second and third dorsal spine embedded under skin. Small dermal flap or filaments present on edge of body, chin and lower maxilla, but not around illicial groove and above orbit. Gill-opening above the pectoral lobe; body orange to reddish with numerous green spots surrounding by yellowish ring, white below; no deep reddish saddle-like band on dorsal.
381151	Head large, rounded; skin rather loose, covered with numerous dermal spinules. Illicium short; illicial groove flat, oval, and smooth, pigmented as surrounding area; esca uniform ash-brown, bearing with numerous filaments; second and third dorsal spine embedded under skin. Large white blotches on third dorsal spine and origin of dorsal fin; small dermal flap or filaments present on edge of body, chin and lower maxilla, those also present on dorsal surface and membrane above third dorsal spine. Gill-opening above the pectoral lobe. Body orange to reddish with yellow vermiculation, white below; some deep reddish saddle-like band on dorsal.
381152	Body short, globular; mouth large, cleft extending past eye; skin covered with tiny close-set dermal spinules; dark brown to black over entire surface of head, body; illicium short, emerging between the frontal; distance between insertion of illicium and symphysial cartilage of upper jaw less than 15% SL; second dorsal spine present, with a distal light organ, emerging from dorsal surface of head just behind base of illicium; escal bulb relatively small, width equal to high, terminal papilla absent or low, anterior and posterior appendages well-developed, both with secondary filaments, the anterior appendage bulbous, sometimes with branches, posterior appendage compressed, with a series of cirri in exterior, poster pore on the posterior base of terminal papilla D 6; P 13; A 4; C 9. Premaxillary teeth 40; lower jaws teeth 34; vomer teeth 6. Ilicium length 49 in % SL; head length 45.3; head depth 60.4; distance from illicial base to the symphysial cartilage of upper jaw 8.3; premaxillary length 54.4; lower jaw length 62.3.
381153	Body elongated and compressed; skin spinulose, darkly pigmented; eye small; illicium length in 93-105%SL; escal bulb with a pair of elongated lateral appendages on the bsae, 1-2 pair of long appendages and many short filaments on the tip, without prolongation and papillae; premaxilla with 1-2 series small teeth, the longest in 1.2%SL; lower jaws with 5 series strong teeth, the longest in 2.8%SL; caudal fin short, unbranched, the longest ray 21-27%SL; the proximal 1/3 to 1/2 of the caudal fin ray covered with undivided skin with numerous spinules, the fin rays are separated nearly to the bases. D 5; A 5; P 16-17; C 8. Longest caudal fin rays (2nd and 7 th) 21-23 in % SL.
381154	Body elongated and compressed; skin spinulose, darkly pigmented; eye small; illicium length less than 120%SL; escal bulb spinulose, with a elongated darkly pigmented distal prolongation, bearing distally flattened papillae and some distal and slender proximal filaments; illicium with a pair of appendages on the posterior escal base; premaxillary with single series small teeth;  lower jaws with 3 series strong teeth; caudal fin rays short, unbranched, less than 45%SL; caudal fin rays not covered with skin, the fin rays are separated nearly to the bases, the fork between 4th and 5th deepest.
381155	Body elongated, compressed; skin cover with minute spines; head relatively small; caudal slender; snout truncated; illicium emerging slightly behind the snout tip,  without secondary filaments and terminal escal light organ, a narrow longitudinal transparent band on the distal 7% of illicial length; lower jaw and premaxillary teeth absent. D 3-4; P 18; A 4; C 9. Illicium length 143-158 in % SL; longest caudal fin rays 34-45% SL.
381156	Body elongated, compressed; skin naked or cover with minute spines; head relatively small; caudal slender; snout truncated; illicium longer than standard length, emerging slightly behind the snout tip, with 11-20 secondary filaments, each filaments with 1-2 unpigmented terminal filaments and with a narrow longitudinal transparent band on each side, without terminal escal light organ; pelvic bone present; frontal and maxilla absent; lower jaw teeth absent; premaxillary teeth absent; caudal fin rays branched in 3rd-6th, elongate in 2nd and 7th. Dorsal fin rays 3-4; pectoral fin rays 17-18; anal fin rays 3; caudal fin rays 9. Illicium length 109-144 %SL; longest caudal fin rays 34-37% SL.
381157	Dorsal fin rays 5; anal fin rays 4. Females with body short and globose; illicium short and stout; snout and chain blunt, usually covered with small rounded papillae; skin cover with bony plates, each bearing a central spine; body brown to dark in color. Chen at al.(1967) described a 43 mm SL specimen collected from Tongkang in Dec. 1966. But it is not seen by the author.
381158	Female with body short and globose; skin naked, dark brown to black; sphenotic spine present, short and blunt; illicium short; esca with 2-3 pairs of distal filament, the anterior pair fringed; hyoid barble short, with a distal series of 5-6 close-set, short barble branchus, esch with several photophores and filaments. Male with short and blunt sphenotic spines; skin naked; eyes large; olfactory organ large; a group of subdermal pigment on posterior angle of lower jaws and on peritoneum to anus. Dorsal fin rays 3; pectoral fin rays 13; anal fin rays 3; caudal fin rays 8.
381159	Body disk rounded; head broad and depressed; skin smoothly and scaleless, with numerous tasseled, fleshy appendages; posterior margin of frontal edge with 3-4 large spine in each side; mouth broad and large, premaxilla not extending to below anterior margin of eye, lower jaw well extended beyond the premaxilla; both jaws with more than three rows of well developed, depressible teeth; vomer and patalal with teeth; pseudobranch present; gill opening large, restricted below and behind pectoral fin base; interorbit broad and slightly caved; articular with a single spine anterolateral to jaw joint; quadrate with a single lower spine; humeral spine well developed and complex with 2-7 spines. Illicium long, slender, pale, devoid of tendrils, longer than the second dorsal spine; esca with well-developed pennant-like membrane, long cirri and a pair of dark, eye-like appendages; second dorsal spine short, stout, with numerous dark tendrils. Body uniform light to dusky on dorsal surface and lightly pigmented on ventral surface; peritoneum dusky or light; inside of mouth floor black with white speck. D VI, 8; P 22-24; A 6; V 5; C 9; vertebrae 19.
381160	Body disk rounded; head broad and depressed; skin smoothly and scaleless, with numerous tasseled, fleshy appendages; lateral ridge of frontal bone with two series of low conical spine; pseudobranch present; interorbit broad and slightly caved; humeral spine well developed and complex with 2-3 small spines; illicium short, slender, devoid of tendrils, usually shorter than the second dorsal spine; esca with simple pennant-like flap, without long cirri and eye-like appendages; second dorsal spine short, darkly pigmented distally and with dark tendrils present; third dorsal spine long, darkly pigment and devoid of tendril; fourth, fifth, and sixth dorsal spine short, devoid of tendrils an dark pigment at bases. Body with dark-brown irregular reticular vein on yellow-brown background on dorsal surface; ventral surface light; underside of pectoral fin dark distally; anal and caudal fins dark; oral cavity pale or dusky, without color pattern.
381161	Females with body short, globle; mouth large, cleft extending past eye, oblique or vertical; eye small; illicium short; esca simple, with anterior and posterior crests; anterior margin of vomer nearly straight; upper and lower jaws with numerous slender, recurved and depressible teeth; vomerine teeth present; skin covered with tiny close-set dermal spinules, appearing naked; dark brown to black over entire surface of head, body, fins, and oral cavity; sphenotic spines absent. D 13; A 4; P 16; C 8. Upper jaw teeth 65; lower jaw teeth 60. Illicium length 34.5 in %SL, escal width 3.9, head length 27.6, head depth 45.7, premaxillary length 34.5, lower jaws 34.5, the narrowest distance between front 13.8.
381162	Females with body short, globular; mouth large, cleft extending past eye, oblique or vertical; eye small; illicium short; esca simple, with conical distal end but no crest; anterior margin of vomer very concave; skin covered with tiny close-set dermal spinules, appearing naked; upper and lower jaws with numerous slender, recurved and depressible teeth; vomerine teeth present; dark brown to black over entire surface of head, body, fins, and oral cavity; sphenotic spines absent. D10-13; P 14-16; A 4; C 9. Upper jaw teeth 37-56, lower jaw teeth 46-122. Measurement in % SL: illicium length 34.5, escal width 3.9%, head length 27.6, head depth 45.7, premaxillary length 34.5, lower jaws 34.5, the narrowest distance between front 13.8%.
381164	Dorsal fin rays 3; anal fin rays 4; pectoral fin rays 12-13; pelvic fin rays 5; caudal fin ray 9. Body strongly depressed; disk subtriangular, wider than long; tail relative long. Snout broad and rounded, without conical rostrum; face flatted and upturn, the mouth visible from dorsal view. Illicial cavity small; esca a small flat lobe, ventral broader than dorsal, with fleshy fringe on dorsal edge. Gill 2, gill filaments present on second and third branchial arches. Dorsal and anal fins very short. Tooth on vomer and palatine. Entire body covered with minute bucklers. Dorsal surface with deep-brown reticulate on yellow-brown background; ventral surface white; fins translucent to pale. Peritoneum white.
381165	Dorsal fin rays 5; pectoral fin rays 14-15; anal fin rays 4; pelvic fin rays 5; caudal fin rays 9. Body depressed with a broad circular disk and a tail shorter than disk; disk distinctly convex in front; mouth large, anteriorly to head; rostrum not project over front of disk, esca visible from above; esca with two ventral lobes not well-separated and a dorsal flap, thin fringe present on entire ventral edge of esca; gill 2 1/2; dorsal surface covered with sharp and simple spines, most have more four roots; disk edge including tail spines divided into 3-5 sharp point; skin naked, entire body without any dermal spinules between tubercles; body reddish in color, pectoral, dorsal, and caudal fin usually with black edge; dorsal surface cover with a pair of black ring. It appears a large size batfishes up to 30 cm in SL.
381166	Dorsal fin rays 5; pectoral fin rays 12-13; anal fin rays 4; pelvic fin rays 5; caudal fin rays 9. Body depressed with a broad circular disk and a tail short than disk; head relatively compressed; mouth large, anteriorly to head; rostrum not project over front of disk, esca visible from above; esca with two not well-separated ventral lobes and a dorsal flap, thin fringe present on entire ventral margin of esca; gill 2 1/2; dorsal surface covered with relative short spines, most have more four roots; disk edge including tail spines divided into 3-5 sharp point; skin transparent without any dermal spinules between tubercles; ventral surface smooth, sometimes small glandular present; body pale to pink in color; fins usually translucent, without black edge; dorsal surface without any deep color mark. It appears small size in the genus no larger than 10 cm in SL.
381167	Dorsal fin rays 4; anal fin rays 4; pectoral fin rays 13; pelvic fin rays 5; caudal fin rays 9. Body depressed with a broad circular disk and a tail shorter than disk; head slightly convex in front; mouth large, anteriorly to head; rostrum not project over front of disk, esca visible from above; esca with two not well-separated ventral lobes and a dorsal flap, thin fringe present on entire ventral edge of esca; gill 2 1/2; dorsal surface covered with stout and simple spines, most have more four roots; disk edge including tail spines divided into 3-5 sharp point; dorsal surface covered with dermal spinules between tubercles; ventral surface covered with numerous dermal spinules; interorbit space broader than eye diameter; pinkish to reddish in color; with numerous dark spots arranging in irregular pattern; dorsal, pectoral, and caudal fin with black edge or not.
381168	Body depressed, disk triangular; rostrum small, upturned, with horn-shaped tubercular; illicial cavity narrow with a trianglur opeoing; mouth small, overhung by rostrum; illicium short; esca a single dorsal bulb; tooth villiform band on jaws, vomer, palatines and tongue; gill 2, holobranchs on arches 2 and 3; membranes connecting pectoral pedicels with trunk; skin tough, cover with large bony bucklers; ventral surface smoothly, without dermal spinules between backlers; subopercular spines well-developed, one directed forward; caudal slightly rounded; longest anal fin ray not beyond base of caudal; dorsal with 3 pairs or more of black ring-like markings; body yellowish-brown, ventral pale.
381170	Body depressed, disk triangular. Rostrum pointed, upturned, with long horn-shaped tubercular. Illicial cavity narrow with a trianglur opeoing; mouth small, overhung by rostrum. Illicium short; esca a single dorsal bulb. Tooth villiform band on jaws, vomer, palatines and tongue. Gill 2, holobranchs on arches 2 and 3. Membranes connecting pectoral pedicels with trunk; skin tough, cover with large bony bucklers; ventral surface cover with numerous dermal spinules between backlers. Subopercular spines well-developed, none directed forward. Caudal slightly rounded; longest anal fin ray not beyond base of caudal. Dorsal without black ring-like markings; body yellowish-brown, ventral pale.
381171	Body depressed, disk triangular in outline; skin covered with relative strong tubercles, these on dorsal surface and tail bifid or trifid, on disk edge multifid; small dermal spines present among large tubercles; upper jaw not join close together, forming a cleft in midline; rostrum a multifid spine with 5-7 points, extending beyond the illicial cavity, above the esca; esca with a dorsal leaf-shape lobe and two un-separated ventral lobes; no palatal teeth; tail relative long and stout; dermal cirri absent.
381172	Dorsal fin rays 6; anal fin rays 5; pectoral fin rays 17; caudal fin rays 11. Lower jaw teeth more than 300; vomer teeth 4. Illicium length 38.9 in %SL; head length 40.3; head depth 36; premexillary length 30.2; lower jaw length 39.6. Body relatively long, slender, not globular; head long and rough triangular; mouth large, cleft extending past eye; dorsal profile of frontal bone nearly straight; anterior end of pterygiophore if illicium exposed; esca with an anterior directed terminal papilla with distal pigment in the anterior margin and a unpigmented, leaf-like posterior appendage in the midline dorsal margin; lower jaw with well-developed smphysial sipne; sphenotic spines well-developed; articular spine present; quadrate spine larger than mandibular spine; operculum bifurcate; suboperculum without anterior spine, the upper end slender and tapering to a point; skin naked, covering caudal fin to some distance from fin base.
381173	Dorsal fin rays 7; ana fin rays 6; pectoral fin rays 20, caudal fin rays 8. Illicium length 81 in %SL; head length 34.9; head depth 39.6; premaxilla 33.2; lower jaw length 45.5. Body relatively long, slender, not globular; jaws equal anteriorly; lower jaw with well-develop symphysial spine; snout short; mouth large, cleft extending past eye; vomerine teeth absent; anterior end of pterygiophpre of illicium exposed and emerged from between sphenotic spine or further posterior; illicium relative long; esal bulb relative small; escal appendages relative short; sphenotic spine short; quadrate spine short.articular spine present; quardrate spine larger than mandibular spine; angler spine present; operculum bifurcate; suboperculum slender throughout length, upper end tapering to a point, lower rounded; skin naked, covering caudal fin to some distance from fin base.
381174	Body deep, lateraly compressed; jaws equal anteriorly; illicium relative short; esca with a short and simple anterior appendage, a terminal papilla with single distal spot of pigment, 0-4 slender, short medial appendages between anterior appendage, a stout, unpigmented, anteroposteriorly compressed posterior appendage, cylindrical in the distal margin; and a relative large post pore in the base of posterior appendage. Suboperculum short and broad, without indentation on posterodorsal margin, relative long and narrow; upper fork of operculum rounded to bluntly pointed, slightly bifurcateed or not. Dorsal fin rays 6; anal fin rays 4; pectoral fin rays 15-16; caudal fin rays 8. Premaxillary teeth 43-44; lower jaw teeth 37-45; vomer teeth 6-8.
